GDSC1000 cosmic id	GDSC1000 name	CCLE name	CTRP name	CTRP idx	CTRP raw name	CTRP master ccl id	CTRP exp id1			Comments
1240189	NCI-H211	NCIH211_LUNG	NCIH211	339	NCIH211	155295	123			
1298351	NCI-H2110	N/A	NCIH2110	340	NCIH2110	155493	731			
722046	NCI-H2122	NCIH2122_LUNG	NCIH2122	341	NCIH2122	127990	350			
687815	NCI-H2170	NCIH2170_LUNG	NCIH2170	343	NCIH2170	155498	454			
1298353	NCI-H2172	NCIH2172_LUNG	NCIH2172	344	NCIH2172	155500	369			
908481	NCI-H2196	N/A	NCIH2196	345	NCIH2196	155502	691			
687816	NCI-H2228	NCIH2228_LUNG	NCIH2228	346	NCIH2228	155505	244			
905941	NCI-H226	NCIH226_LUNG	NCIH226	347	NCIH226	155297	247			
724874	NCI-H2291	N/A	NCIH2291	349	NCIH2291	155511	225			
905942	NCI-H23	NCIH23_LUNG	NCIH23	350	NCIH23	127991	557			
687819	NCI-H2342	N/A	NCIH2342	351	NCIH2342	155513	577			
687821	NCI-H2405	N/A	NCIH2405	352	NCIH2405	155518	107			
1298356	NCI-H2444	NCIH2444_LUNG	NCIH2444	353	NCIH2444	155519	246			
908462	NCI-H2452	NCIH2452_PLEURA	NCIH2452	496	NCIH2452	155520	245			
908470	NCI-H28	NCIH28_PLEURA	NCIH28	497	NCIH28	155285	70			
753604	NCI-H292	N/A	NCIH292	354	H292	290	202			Different names in Seashore-Ludlow et al Supplementary Material and bulk data file on ftp
905967	NCI-H322M	NCIH322_LUNG	N/A	N/A	N/A	N/A				
908465	NCI-H358	NCIH358_LUNG	NCIH358	356	NCIH358	127997	59			
908460	NCI-H441	NCIH441_LUNG	NCIH441	357	NCIH441	127999	371			
688023	NCI-H446	N/A	NCIH446	358	NCIH446	128000	267			
905943	NCI-H460	NCIH460_LUNG	NCIH460	359	NCIH460	128001	179	352		
908442	NCI-H508	N/A	NCIH508	206	NCIH508	128003	351			
908443	NCI-H520	NCIH520_LUNG	NCIH520	360	NCIH520	155324	339	719		
905944	NCI-H522	NCIH522_LUNG	NCIH522	361	NCIH522	155325	720			
908459	NCI-H596	N/A	NCIH596	362	NCIH596	128004				Experiment identifier not available in v20.meta.per_experiment.txt for this cell line
1240191	NCI-H647	NCIH647_LUNG	NCIH647	363	NCIH647	155339	455			
722066	NCI-H650	NCIH650_LUNG	NCIH650	364	NCIH650	155340	108			
687829	NCI-H661	NCIH661_LUNG	NCIH661	365	NCIH661	128005	293			
688027	NCI-H69	N/A	NCIH69	366	NCIH69	128006	209			
724855	NCI-H727	NCIH727_LUNG	NCIH727	367	NCIH727	155352	90			
908457	NCI-H747	NCIH747_LARGE_INTESTINE	NCIH747	207	NCIH747	155356	782			
925341	NCI-H810	NCIH810_LUNG	NCIH810	368	NCIH810	155362	456			
910399	NCI-H838	N/A	NCIH838	369	NCIH838	155365	707			
1240192	NCI-H841	N/A	NCIH841	370	NCIH841	155366	544			
908461	NCI-N87	NCIN87_STOMACH	NCIN87	591	NCIN87	134841	211			
908449	NMC-G1	N/A	NMCG1	101	NMCG1	855	12			
908455	NUGC-3	NUGC3_STOMACH	NUGC3	592	NUGC3	877	441			
1298357	NUGC-4	NUGC4_STOMACH	N/A	N/A	N/A	N/A				
946360	OAW-28	N/A	OAW28	426	OAW28	879	443	620		
910548	OAW-42	N/A	OAW42	427	OAW42	880	594			
909257	OC-314	OC314_OVARY	OC314	428	OC314	881	794			
910947	OCI-AML2	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1330983	OCI-AML5	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1298358	OCUM-1	OCUM1_STOMACH	OCUM1	593	OCUM1	893	310			
910079	OE19	N/A	OE19	395	OE19	894	510			
1298359	OE21	OE21_OESOPHAGUS	OE21	396	OE21	895	476			
910549	OE33	OE33_OESOPHAGUS	OE33	397	OE33	896	511			
909248	ONS-76	ONS76_CENTRAL_NERVOUS_SYSTEM	ONS76	102	ONS76	899	80			
909249	OPM-2	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
909250	OS-RC-2	N/A	OSRC2	174	OSRC2	902	109			
1480362	OV-56	N/A	OV56	430	OV56	905	621			
1480360	OV-7	N/A	OV7	431	OV7	906	610			
1240197	OV-90	OV90_OVARY	OV90	432	OV90	907	578			
905933	OVCAR-3	NIHOVCAR3_OVARY	N/A	N/A	N/A	N/A				
905990	OVCAR-4	OVCAR4_OVARY	OVCAR4	433	OVCAR4	908	353			
905969	OVCAR-5	N/A	OVCAR5	434	OVCAR5	909	783			
905991	OVCAR-8	OVCAR8_OVARY	OVCAR8	435	OVCAR8	910	354			
1240198	OVISE	N/A	OVISE	436	OVISE	911	148			
1480371	OVK-18	N/A	OVK18	437	OVK18	912	409			
1240199	OVKATE	N/A	OVKATE	438	OVKATE	913				Experiment identifier not available in v20.meta.per_experiment.txt for this cell line
1298365	OVTOKO	OVTOKO_OVARY	OVTOKO	441	OVTOKO	916	92			
909251	P12-ICHIKAWA	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
909253	P31-FUJ	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1298475	PANC-02-03	PANC0203_PANCREAS	PANC0203	467	PANC0203	920	622			
925346	PANC-03-27	PANC0327_PANCREAS	PANC0327	468	PANC0327	922	611			
1298476	PANC-04-03	PANC0403_PANCREAS	PANC0403	469	PANC0403	923	674			
925347	PANC-08-13	N/A	PANC0813	471	PANC0813	925	822			
925348	PANC-10-05	PANC1005_PANCREAS	PANC1005	473	PANC1005	927	876			
1298526	PA-TU-8902	PATU8902_PANCREAS	PATU8902	474	PATU8902	928	381			
1240201	PA-TU-8988T	N/A	PATU8988T	476	PATU8988T	930	641			
753608	PC-14	PC14_LUNG	PC14	371	PC14	931	248			
905934	PC-3	PC3_PROSTATE	PC3	501	PC3	932	459			
1240207	PE/CA-PJ15	N/A	PECAPJ15	625	PECAPJ15	935	722			
1298533	PL4	PL45_PANCREAS	N/A	N/A	N/A	N/A				
910546	PSN1	PSN1_PANCREAS	PSN1	480	PSN1	952	595			
1298534	QGP-1	QGP1_PANCREAS	QGP1	481	QGP1	954	111			
909262	Raji	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
909974	RCC10RGB	N/A	RCC10RGB	175	RCC10RGB	956	871			
909263	RCM-1	N/A	RCM1	209	RCM1	960	495			
909264	RD	RD_SOFT_TISSUE	RD	564	RD	961	558			
909696	REH	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1240209	RERF-GC-1B	RERFGC1B_STOMACH	N/A	N/A	N/A	N/A				
910931	RERF-LC-MS	RERFLCMS_LUNG	RERFLCMS	375	RERFLCMS	971	579			
971774	RH-18	N/A	RH18	565	RH18	973	317			
1240210	RH-41	N/A	RH41	567	RH41	976	31			
1298539	RKN	RKN_OVARY	RKN	568	RKN	978	423			
909698	RKO	RKO_LARGE_INTESTINE	RKO	210	RKO	979	324			
930082	RL95-2	RL952_ENDOMETRIUM	RL952	145	RL952	981	112			
909699	RMG-I	N/A	RMGI	442	RMGI	983	424			
910903	RPMI-7951	RPMI7951_SKIN	RPMI7951	539	RPMI7951	991	13			
909702	RPMI-8402	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
909704	RT-112	RT112_URINARY_TRACT	RT112	655	RT112	997	359			
687455	RT4	RT4_URINARY_TRACT	RT4	656	RT4	999	425			
909706	RVH-421	RVH421_SKIN	N/A	N/A	N/A	N/A				
909707	Saos-2	SAOS2_BONE	SAOS2	32	SAOS2	1004	863			
713880	SBC-5	SBC5_LUNG	SBC5	376	SBC5	1005	125			
910701	SCC-25	SCC25_UPPER_AERODIGESTIVE_TRACT	SCC25	629	SCC25	1008	325			
910904	SCC-4	N/A	SCC4	630	SCC4	1009	858			
909709	SCC-9	SCC9_UPPER_AERODIGESTIVE_TRACT	SCC9	631	SCC9	1010	613			
909712	SF126	SF126_CENTRAL_NERVOUS_SYSTEM	SF126	103	SF126	1015	126			
905986	SF268	N/A	SF268	104	SF268	1017	784			
905985	SF295	SF295_CENTRAL_NERVOUS_SYSTEM	SF295	105	SF295	1018	213			
905984	SF539	N/A	SF539	106	SF539	1019	785			
909713	SH-4	N/A	SH4	540	SH4	1025	569			
724872	SHP-77	SHP77_LUNG	N/A	N/A	N/A	N/A				
909715	SIG-M5	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
753620	SIMA	SIMA_AUTONOMIC_GANGLIA	SIMA	9	SIMA	1030	18			
909716	SJRH30	SJRH30_SOFT_TISSUE	N/A	N/A	N/A	N/A				
909717	SJSA-1	SJSA1_BONE	SJSA1	33	SJSA1	1032	250			
909718	SK-CO-1	SKCO1_LARGE_INTESTINE	SKCO1	211	SKCO1	1034	81			
684072	SK-ES-1	SKES1_BONE	SKES1	34	SKES1	1035	859			
909719	SK-HEP-1	SKHEP1_LIVER	SKHEP1	243	SKHEP1	1036	570			
909720	SK-LMS-1	SKLMS1_SOFT_TISSUE	SKLMS1	570	SKLMS1	1037	614			
909721	SK-LU-1	SKLU1_LUNG	SKLU1	377	SKLU1	1038	410			
905955	SK-MEL-2	SKMEL2_SKIN	SKMEL2	541	SKMEL2	1041	615			
909725	SK-MEL-24	SKMEL24_SKIN	SKMEL24	542	SKMEL24	1042	676			
905954	SK-MEL-28	N/A	SKMEL28	543	SKMEL28	1043	393			
909724	SK-MEL-3	N/A	SKMEL3	544	SKMEL3	1044	758			
909726	SK-MEL-30	SKMEL30_SKIN	SKMEL30	545	SKMEL30	1045	411			
909727	SK-MEL-31	SKMEL31_SKIN	SKMEL31	546	SKMEL31	1046	394			
905956	SK-MEL-5	SKMEL5_SKIN	SKMEL5	547	SKMEL5	1047	395			
909728	SK-MES-1	SKMES1_LUNG	SKMES1	378	SKMES1	1048	658			
753612	SK-MM-2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1240215	SKN	SKNBE2_AUTONOMIC_GANGLIA	N/A	N/A	N/A	N/A				
724828	SK-N-AS	SKNAS_AUTONOMIC_GANGLIA	SKNAS	10	SKNAS	1051	677			
688086	SK-N-DZ	SKNDZ_AUTONOMIC_GANGLIA	SKNDZ	12	SKNDZ	1053	659			
688087	SK-N-FI	SKNFI_AUTONOMIC_GANGLIA	SKNFI	13	SKNFI	1055	708			
717431	SK-N-SH	SKNSH_AUTONOMIC_GANGLIA	SKNSH	14	SKNSH	1058	643			
905959	SK-OV-3	SKOV3_OVARY	SKOV3	444	SKOV3	1059	426			
909732	SK-UT-1	N/A	SKUT1	571	SKUT1	1063	556	559		
905982	SNB75	N/A	SNB75	107	SNB75	1073	812			
909735	SNG-M	SNGM_ENDOMETRIUM	SNGM	146	SNGM	1074	326			
1659823	SNU-1040	N/A	SNU1040	213	SNU1040	1077				Experiment identifier not available in v20.meta.per_experiment.txt for this cell line
1240216	SNU-182	SNU182_LIVER	SNU182	244	SNU182	1091	129			
909736	SNU-387	SNU387_LIVER	SNU387	245	SNU387	1100	734			
1240217	SNU-398	SNU398_LIVER	SNU398	246	SNU398	1101	340			
1660034	SNU-407	N/A	SNU407	215	SNU407	1102	396			
909737	SNU-423	SNU423_LIVER	SNU423	247	SNU423	1104	772			
909738	SNU-449	SNU449_LIVER	SNU449	248	SNU449	1105	479			
909739	SNU-475	SNU475_LIVER	SNU475	249	SNU475	1108	623			
1660035	SNU-61	N/A	SNU61	217	SNU61	1115	397			
1660036	SNU-81	N/A	SNU81	218	SNU81	1124	128			
909740	SNU-C2B	SNUC2B_LARGE_INTESTINE	N/A	N/A	N/A	N/A				
1674021	SNU-C5	N/A	SNUC5	221	SNUC5	1134	384			
1240218	SU8686	SU8686_PANCREAS	SU8686	484	SU8686	1138	253			
1331033	SU-DHL-10	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1331035	SU-DHL-4	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1331037	SU-DHL-6	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1331038	SU-DHL-8	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
1240219	SUIT-2	SUIT2_PANCREAS	SUIT2	485	SUIT2	1145	48	170		
1331040	SUP-M2	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
909743	SUP-T1	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	N/A	N/A	N/A	N/A				
909745	SW1088	SW1088_CENTRAL_NERVOUS_SYSTEM	SW1088	114	SW1088	1151	386			
909746	SW1116	N/A	SW1116	222	SW1116	1152	272			
1299062	SW1271	SW1271_LUNG	SW1271	380	SW1271	1153	254			
909744	SW13	SW1353_BONE	N/A	N/A	N/A	N/A				
909747	SW1417	SW1417_LARGE_INTESTINE	SW1417	223	SW1417	1155	773			
909748	SW1463	N/A	SW1463	224	SW1463	1156	273			
724878	SW1573	SW1573_LUNG	SW1573	381	SW1573	1157	299			
909749	SW1710	N/A	SW1710	658	SW1710	1158	312			
909750	SW1783	N/A	SW1783	115	SW1783	1159	774			
910907	SW1990	SW1990_PANCREAS	SW1990	486	SW1990	1160	738			
909751	SW48	SW48_LARGE_INTESTINE	SW48	226	SW48	1162	82			
905962	SW620	SW620_LARGE_INTESTINE	SW620	227	SW620	1166	412			
687457	SW780	SW780_URINARY_TRACT	N/A	N/A	N/A	N/A				
909755	SW837	N/A	SW837	228	SW837	1168				Experiment identifier not available in v20.meta.per_experiment.txt for this cell line
724879	SW900	SW900_LUNG	N/A	N/A	N/A	N/A				
909757	SW948	N/A	SW948	229	SW948	1170	739			
724812	T-24	T24_URINARY_TRACT	T24	659	T24	1172	596			
905945	T47D	T47D_BREAST	T47D	73	T47D	1175	825			
909761	T84	T84_LARGE_INTESTINE	T84	230	T84	1176	826			
687586	T98G	T98G_CENTRAL_NERVOUS_SYSTEM	T98G	116	T98G	1177	560			
1240221	TC-71	TC71_BONE	N/A	N/A	N/A	N/A				
687459	TCCSUP	TCCSUP_URINARY_TRACT	TCCSUP	660	TCCSUP	1183	130			
753621	TE-1	TE1_OESOPHAGUS	TE1	398	TE1	1184	427			
753622	TE-10	N/A	TE10	399	TE10	1185	233			
946354	TE-11	TE11_OESOPHAGUS	TE11	400	TE11	1186	709			
753614	TE-15	TE15_OESOPHAGUS	TE15	402	TE15	1189	740			
1503371	TE-4	N/A	TE4	403	TE4	1191	234			
924248	TE-441-T	N/A	TE441T	573	TE441T	1192	597			
735784	TE-5	TE5_OESOPHAGUS	TE5	404	TE5	1193	460			
946355	TE-6	TE617T_SOFT_TISSUE	TE6	405	TE6	1194	255			
753623	TE-8	N/A	TE8	406	TE8	1196	256			
946353	TE-9	TE9_OESOPHAGUS	TE9	407	TE9	1197	235			
1299070	TOV-112D	TOV112D_OVARY	TOV112D	448	TOV112D	1208	726			
1240222	TOV-21G	TOV21G_OVARY	TOV21G	449	TOV21G	1209	624			
930299	TT	N/A	TT	609	TTTHYROID	1212	164			Different names in Seashore-Ludlow et al Supplementary Material and bulk data file on ftp
1240223	TT2609-C02	TT2609C02_THYROID	TT2609C02	610	TT2609C02	1210	598			
909774	TYK-nu	TYKNU_OVARY	TYKNU	450	TYKNU	1217	388			
687588	U-118-MG	U118MG_CENTRAL_NERVOUS_SYSTEM	U118MG	118	U118MG	1218	548			
905983	U251	N/A	U251MG	119	U251MG	1223	787			
909776	U-2-OS	U2OS_BONE	U2OS	37	U2OS	1226	151			
687590	U-87-MG	U87MG_CENTRAL_NERVOUS_SYSTEM	U87MG	120	U87MG	1230	138			
905977	UACC-257	UACC257_SKIN	UACC257	548	UACC257	1232	461			
905976	UACC-62	UACC62_SKIN	UACC62	549	UACC62	1233	462			
910910	UACC-812	UACC812_BREAST	N/A	N/A	N/A	N/A				
724838	UM-UC-3	UMUC3_URINARY_TRACT	UMUC3	663	UMUC3	1244	390			
1299075	VCaP	N/A	VCAP	502	VCAP	1249	776			
909780	VM-CUB-1	N/A	VMCUB1	664	VMCUB1	1250	83			
713869	VMRC-LCD	VMRCLCD_LUNG	VMRCLCD	383	VMRCLCD	1251	498			
1240224	VMRC-RCW	VMRCRCW_KIDNEY	VMRCRCW	180	VMRCRCW	1253	413			
909781	VMRC-RCZ	VMRCRCZ_KIDNEY	VMRCRCZ	181	VMRCRCZ	1254	590			
909784	WM-115	WM115_SKIN	WM115	550	WM115	1255	661			
1299081	WM793B	WM793_SKIN	N/A	N/A	N/A	N/A				
909904	YAPC	N/A	YAPC	488	YAPC	1277	445			
909905	YH-13	N/A	YH13	121	YH13	1282	645			
687592	YKG-1	YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1	122	YKG1	1283	679			
909907	ZR-75-30	ZR7530_BREAST	ZR7530	75	ZR7530	1286	744			
